Order Id 10000, Total Price $108.00
Order Id 10614, Total Price $80.00
Order Id 10614, Total Price $90.00
Order Id 10615, Total Price $120.00
Order Id 10616, Total Price $3754.88
Order Id 10616, Total Price $532.00
Order Id 10616, Total Price $213.75
Order Id 10616, Total Price $306.38
Order Id 10617, Total Price $1402.50
Order Id 10618, Total Price $1750.00
Order Id 10618, Total Price $760.00
Order Id 10618, Total Price $187.50
Order Id 10619, Total Price $420.00
Order Id 10619, Total Price $840.00
Order Id 10620, Total Price $22.50
Order Id 10620, Total Price $35.00
Order Id 10621, Total Price $46.00
Order Id 10621, Total Price $90.00
Order Id 10621, Total Price $300.00
Order Id 10621, Total Price $322.50
Order Id 10622, Total Price $380.00
Order Id 10622, Total Price $180.00
Order Id 10623, Total Price $488.25
Order Id 10623, Total Price $124.20
Order Id 10623, Total Price $225.00
Order Id 10623, Total Price $13.50
Order Id 10623, Total Price $486.00
Order Id 10624, Total Price $456.00
Order Id 10624, Total Price $742.74
Order Id 10624, Total Price $194.50
Order Id 10625, Total Price $69.75
Order Id 10625, Total Price $70.00
Order Id 10625, Total Price $340.00
Order Id 10626, Total Price $393.60
Order Id 10626, Total Price $680.00
Order Id 10626, Total Price $430.00
Order Id 10627, Total Price $739.50
Order Id 10627, Total Price $446.25
Order Id 10628, Total Price $450.00
Order Id 10629, Total Price $2475.80
Order Id 10629, Total Price $299.25
Order Id 10630, Total Price $273.60
Order Id 10630, Total Price $630.00
Order Id 10631, Total Price $55.80
Order Id 10632, Total Price $541.50
Order Id 10632, Total Price $47.50
Order Id 10633, Total Price $1162.80
Order Id 10633, Total Price $66.30
Order Id 10633, Total Price $929.09
Order Id 10633, Total Price $3352.40
Order Id 10634, Total Price $1050.00
Order Id 10634, Total Price $3125.00
Order Id 10634, Total Price $795.00
Order Id 10634, Total Price $15.50
Order Id 10635, Total Price $198.00
Order Id 10635, Total Price $288.23
Order Id 10635, Total Price $840.00
Order Id 10636, Total Price $550.00
Order Id 10636, Total Price $79.50
Order Id 10637, Total Price $210.00
Order Id 10637, Total Price $385.94
Order Id 10637, Total Price $2166.00
Order Id 10638, Total Price $190.00
Order Id 10638, Total Price $442.05
Order Id 10638, Total Price $2088.00
Order Id 10639, Total Price $500.00
Order Id 10640, Total Price $540.00
Order Id 10640, Total Price $168.75
Order Id 10641, Total Price $950.00
Order Id 10641, Total Price $1104.00
Order Id 10642, Total Price $240.00
Order Id 10642, Total Price $456.00
Order Id 10643, Total Price $513.00
Order Id 10643, Total Price $283.50
Order Id 10643, Total Price $18.00
Order Id 10644, Total Price $225.00
Order Id 10644, Total Price $920.00
Order Id 10644, Total Price $226.80
Order Id 10645, Total Price $1250.00
Order Id 10645, Total Price $285.00
Order Id 10646, Total Price $202.50
Order Id 10646, Total Price $418.50
Order Id 10646, Total Price $483.75
Order Id 10646, Total Price $341.25
Order Id 10647, Total Price $276.00
Order Id 10647, Total Price $360.00
Order Id 10648, Total Price $315.00
Order Id 10648, Total Price $57.38
Order Id 10649, Total Price $912.00
Order Id 10649, Total Price $522.00
Order Id 10650, Total Price $776.70
Order Id 10650, Total Price $779.00
Order Id 10650, Total Price $223.50
Order Id 10651, Total Price $82.80
Order Id 10651, Total Price $315.00
Order Id 10652, Total Price $38.84
Order Id 10652, Total Price $280.00
Order Id 10653, Total Price $471.15
Order Id 10653, Total Price $612.00
Order Id 10654, Total Price $237.60
Order Id 10654, Total Price $324.00
Order Id 10654, Total Price $40.23
Order Id 10655, Total Price $154.40
Order Id 10656, Total Price $62.78
Order Id 10656, Total Price $490.14
Order Id 10656, Total Price $51.30
Order Id 10657, Total Price $775.00
Order Id 10657, Total Price $231.60
Order Id 10657, Total Price $540.00
Order Id 10657, Total Price $95.00
Order Id 10657, Total Price $1710.00
Order Id 10657, Total Price $1020.00
Order Id 10658, Total Price $600.00
Order Id 10658, Total Price $1223.60
Order Id 10658, Total Price $1776.50
Order Id 10658, Total Price $864.50
Order Id 10659, Total Price $237.50
Order Id 10659, Total Price $419.52
Order Id 10659, Total Price $570.00
Order Id 10660, Total Price $1701.00
Order Id 10661, Total Price $43.20
Order Id 10661, Total Price $519.40
Order Id 10662, Total Price $125.00
Order Id 10663, Total Price $524.40
Order Id 10663, Total Price $399.00
Order Id 10663, Total Price $1007.00
Order Id 10664, Total Price $632.40
Order Id 10664, Total Price $387.60
Order Id 10664, Total Price $268.39
Order Id 10665, Total Price $1060.00
Order Id 10665, Total Price $55.00
Order Id 10665, Total Price $180.00
Order Id 10666, Total Price $4456.44
Order Id 10666, Total Price $210.50
Order Id 10667, Total Price $1296.00
Order Id 10667, Total Price $240.80
Order Id 10668, Total Price $90.00
Order Id 10668, Total Price $86.40
Order Id 10668, Total Price $448.88
Order Id 10669, Total Price $570.00
Order Id 10670, Total Price $288.00
Order Id 10670, Total Price $720.00
Order Id 10670, Total Price $350.00
Order Id 10670, Total Price $750.00
Order Id 10670, Total Price $193.75
Order Id 10671, Total Price $174.50
Order Id 10671, Total Price $493.00
Order Id 10671, Total Price $252.60
Order Id 10672, Total Price $3557.25
Order Id 10672, Total Price $258.00
Order Id 10673, Total Price $52.35
Order Id 10673, Total Price $84.00
Order Id 10673, Total Price $276.00
Order Id 10674, Total Price $45.00
Order Id 10675, Total Price $697.50
Order Id 10675, Total Price $328.00
Order Id 10675, Total Price $397.50
Order Id 10676, Total Price $62.00
Order Id 10676, Total Price $64.40
Order Id 10676, Total Price $408.45
Order Id 10677, Total Price $796.37
Order Id 10677, Total Price $17.00
Order Id 10678, Total Price $3800.00
Order Id 10678, Total Price $75.00
Order Id 10678, Total Price $1158.00
Order Id 10678, Total Price $223.50
Order Id 10679, Total Price $660.00
Order Id 10680, Total Price $654.38
Order Id 10680, Total Price $187.50
Order Id 10680, Total Price $420.00
Order Id 10681, Total Price $248.40
Order Id 10681, Total Price $108.00
Order Id 10681, Total Price $931.00
Order Id 10682, Total Price $75.00
Order Id 10682, Total Price $68.00
Order Id 10682, Total Price $232.50
Order Id 10683, Total Price $63.00
Order Id 10684, Total Price $368.00
Order Id 10684, Total Price $380.00
Order Id 10684, Total Price $1020.00
Order Id 10685, Total Price $620.00
Order Id 10685, Total Price $38.60
Order Id 10685, Total Price $142.50
Order Id 10686, Total Price $936.00
Order Id 10686, Total Price $468.45
Order Id 10687, Total Price $3637.50
Order Id 10687, Total Price $1237.90
Order Id 10687, Total Price $85.50
Order Id 10688, Total Price $502.20
Order Id 10688, Total Price $2462.40
Order Id 10688, Total Price $196.00
Order Id 10689, Total Price $472.50
Order Id 10690, Total Price $570.00
Order Id 10690, Total Price $292.50
Order Id 10691, Total Price $540.00
Order Id 10691, Total Price $4951.60
Order Id 10691, Total Price $1840.00
Order Id 10691, Total Price $466.80
Order Id 10691, Total Price $2366.40
Order Id 10692, Total Price $878.00
Order Id 10693, Total Price $582.00
Order Id 10693, Total Price $379.95
Order Id 10693, Total Price $918.00
Order Id 10693, Total Price $191.25
Order Id 10694, Total Price $2700.00
Order Id 10694, Total Price $1375.00
Order Id 10694, Total Price $750.00
Order Id 10695, Total Price $400.00
Order Id 10695, Total Price $152.00
Order Id 10695, Total Price $90.00
Order Id 10696, Total Price $780.00
Order Id 10696, Total Price $216.00
Order Id 10697, Total Price $48.30
Order Id 10697, Total Price $121.50
Order Id 10697, Total Price $298.13
Order Id 10697, Total Price $337.50
Order Id 10698, Total Price $315.00
Order Id 10698, Total Price $296.40
Order Id 10698, Total Price $1411.21
Order Id 10698, Total Price $1299.84
Order Id 10698, Total Price $114.00
Order Id 10699, Total Price $114.00
Order Id 10700, Total Price $72.00
Order Id 10700, Total Price $134.40
Order Id 10700, Total Price $400.00
Order Id 10700, Total Price $1032.00
Order Id 10701, Total Price $1963.50
Order Id 10701, Total Price $365.50
Order Id 10701, Total Price $535.50
Order Id 10702, Total Price $60.00
Order Id 10702, Total Price $270.00
Order Id 10703, Total Price $95.00
Order Id 10703, Total Price $1925.00
Order Id 10703, Total Price $525.00
Order Id 10704, Total Price $132.00
Order Id 10704, Total Price $157.50
Order Id 10704, Total Price $306.00
Order Id 10705, Total Price $250.00
Order Id 10705, Total Price $128.00
Order Id 10706, Total Price $349.00
Order Id 10706, Total Price $1104.00
Order Id 10706, Total Price $440.00
Order Id 10707, Total Price $504.00
Order Id 10707, Total Price $780.00
Order Id 10707, Total Price $357.00
Order Id 10708, Total Price $85.40
Order Id 10708, Total Price $95.00
Order Id 10709, Total Price $1600.00
Order Id 10709, Total Price $1484.00
Order Id 10709, Total Price $340.00
Order Id 10710, Total Price $46.00
Order Id 10710, Total Price $47.50
Order Id 10711, Total Price $110.40
Order Id 10711, Total Price $405.30
Order Id 10711, Total Price $3936.00
Order Id 10712, Total Price $93.48
Order Id 10712, Total Price $1140.00
Order Id 10713, Total Price $558.00
Order Id 10713, Total Price $936.90
Order Id 10713, Total Price $1045.00
Order Id 10713, Total Price $288.00
Order Id 10714, Total Price $427.50
Order Id 10714, Total Price $789.75
Order Id 10714, Total Price $356.25
Order Id 10714, Total Price $513.00
Order Id 10714, Total Price $119.25
Order Id 10715, Total Price $651.00
Order Id 10715, Total Price $645.00
Order Id 10716, Total Price $50.00
Order Id 10716, Total Price $371.00
Order Id 10716, Total Price $285.00
Order Id 10717, Total Price $304.00
Order Id 10717, Total Price $111.75
Order Id 10717, Total Price $855.00
Order Id 10718, Total Price $1368.00
Order Id 10718, Total Price $349.00
Order Id 10718, Total Price $760.00
Order Id 10718, Total Price $986.00
Order Id 10719, Total Price $562.50
Order Id 10719, Total Price $58.25
Order Id 10719, Total Price $223.50
Order Id 10720, Total Price $378.00
Order Id 10720, Total Price $172.00
Order Id 10721, Total Price $923.88
Order Id 10722, Total Price $57.00
Order Id 10722, Total Price $625.00
Order Id 10722, Total Price $562.50
Order Id 10722, Total Price $325.50
Order Id 10723, Total Price $468.45
Order Id 10724, Total Price $496.00
Order Id 10724, Total Price $142.50
Order Id 10725, Total Price $115.80
Order Id 10725, Total Price $28.00
Order Id 10725, Total Price $144.00
Order Id 10726, Total Price $550.00
Order Id 10726, Total Price $105.00
Order Id 10727, Total Price $741.00
Order Id 10727, Total Price $361.00
Order Id 10727, Total Price $522.50
Order Id 10728, Total Price $388.35
Order Id 10728, Total Price $110.40
Order Id 10728, Total Price $288.00
Order Id 10728, Total Price $510.00
Order Id 10729, Total Price $900.00
Order Id 10729, Total Price $300.00
Order Id 10729, Total Price $650.00
Order Id 10730, Total Price $248.66
Order Id 10730, Total Price $35.63
Order Id 10730, Total Price $199.98
Order Id 10731, Total Price $380.00
Order Id 10731, Total Price $1510.50
Order Id 10732, Total Price $360.00
Order Id 10733, Total Price $372.00
Order Id 10733, Total Price $912.00
Order Id 10733, Total Price $175.00
Order Id 10734, Total Price $750.00
Order Id 10734, Total Price $388.35
Order Id 10734, Total Price $360.00
Order Id 10735, Total Price $513.00
Order Id 10735, Total Price $23.40
Order Id 10736, Total Price $842.00
Order Id 10736, Total Price $155.00
Order Id 10737, Total Price $24.00
Order Id 10737, Total Price $115.80
Order Id 10738, Total Price $52.35
Order Id 10739, Total Price $114.00
Order Id 10739, Total Price $126.00
Order Id 10740, Total Price $182.40
Order Id 10740, Total Price $504.00
Order Id 10740, Total Price $304.00
Order Id 10740, Total Price $425.60
Order Id 10741, Total Price $228.00
Order Id 10742, Total Price $200.00
Order Id 10742, Total Price $1700.00
Order Id 10742, Total Price $1218.00
Order Id 10743, Total Price $319.20
Order Id 10744, Total Price $736.00
Order Id 10745, Total Price $1500.00
Order Id 10745, Total Price $311.20
Order Id 10745, Total Price $2475.00
Order Id 10745, Total Price $243.60
Order Id 10746, Total Price $36.00
Order Id 10746, Total Price $392.00
Order Id 10746, Total Price $443.70
Order Id 10746, Total Price $1440.00
Order Id 10747, Total Price $100.00
Order Id 10747, Total Price $337.75
Order Id 10747, Total Price $395.10
Order Id 10747, Total Price $1080.00
Order Id 10748, Total Price $396.00
Order Id 10748, Total Price $736.00
Order Id 10748, Total Price $1064.00
Order Id 10749, Total Price $570.00
Order Id 10749, Total Price $330.00
Order Id 10749, Total Price $180.00
Order Id 10750, Total Price $98.81
Order Id 10750, Total Price $323.00
Order Id 10750, Total Price $1168.75
Order Id 10751, Total Price $337.28
Order Id 10751, Total Price $776.70
Order Id 10751, Total Price $292.50
Order Id 10751, Total Price $225.00
Order Id 10752, Total Price $144.00
Order Id 10752, Total Price $108.00
Order Id 10753, Total Price $38.00
Order Id 10753, Total Price $50.00
Order Id 10754, Total Price $55.20
Order Id 10755, Total Price $213.75
Order Id 10755, Total Price $855.00
Order Id 10755, Total Price $204.75
Order Id 10755, Total Price $675.00
Order Id 10756, Total Price $1050.00
Order Id 10756, Total Price $304.00
Order Id 10756, Total Price $60.00
Order Id 10756, Total Price $576.00
Order Id 10757, Total Price $420.00
Order Id 10757, Total Price $385.00
Order Id 10757, Total Price $1479.00
Order Id 10757, Total Price $798.00
Order Id 10758, Total Price $624.60
Order Id 10758, Total Price $420.00
Order Id 10758, Total Price $600.00
Order Id 10759, Total Price $320.00
Order Id 10760, Total Price $126.00
Order Id 10760, Total Price $1756.00
Order Id 10760, Total Price $1035.00
Order Id 10761, Total Price $367.50
Order Id 10761, Total Price $139.50
Order Id 10762, Total Price $288.00
Order Id 10762, Total Price $285.00
Order Id 10762, Total Price $1484.00
Order Id 10762, Total Price $2280.00
Order Id 10763, Total Price $400.00
Order Id 10763, Total Price $126.00
Order Id 10763, Total Price $90.00
Order Id 10764, Total Price $180.00
Order Id 10764, Total Price $2106.00
Order Id 10765, Total Price $1515.60
Order Id 10766, Total Price $760.00
Order Id 10766, Total Price $1050.00
Order Id 10766, Total Price $500.00
Order Id 10767, Total Price $28.00
Order Id 10768, Total Price $84.00
Order Id 10768, Total Price $625.00
Order Id 10768, Total Price $510.00
Order Id 10768, Total Price $258.00
Order Id 10769, Total Price $275.03
Order Id 10769, Total Price $99.75
Order Id 10769, Total Price $570.00
Order Id 10769, Total Price $739.50
Order Id 10770, Total Price $236.25
Order Id 10771, Total Price $344.00
Order Id 10772, Total Price $2228.22
Order Id 10772, Total Price $1375.00
Order Id 10773, Total Price $1287.00
Order Id 10773, Total Price $700.00
Order Id 10773, Total Price $43.40
Order Id 10774, Total Price $18.75
Order Id 10774, Total Price $850.00
Order Id 10775, Total Price $186.00
Order Id 10775, Total Price $42.00
Order Id 10776, Total Price $190.00
Order Id 10776, Total Price $159.60
Order Id 10776, Total Price $243.68
Order Id 10776, Total Price $6042.00
Order Id 10777, Total Price $224.00
Order Id 10778, Total Price $96.50
Order Id 10779, Total Price $349.00
Order Id 10779, Total Price $986.00
Order Id 10780, Total Price $525.00
Order Id 10780, Total Price $195.00
Order Id 10781, Total Price $17.88
Order Id 10781, Total Price $608.00
Order Id 10781, Total Price $350.00
Order Id 10782, Total Price $12.50
Order Id 10783, Total Price $125.00
Order Id 10783, Total Price $1317.50
Order Id 10784, Total Price $570.00
Order Id 10784, Total Price $30.60
Order Id 10784, Total Price $887.40
Order Id 10785, Total Price $310.00
Order Id 10785, Total Price $77.50
Order Id 10786, Total Price $960.00
Order Id 10786, Total Price $310.68
Order Id 10786, Total Price $260.40
Order Id 10787, Total Price $270.75
Order Id 10787, Total Price $2352.01
Order Id 10788, Total Price $437.00
Order Id 10788, Total Price $294.50
Order Id 10789, Total Price $1875.00
Order Id 10789, Total Price $270.00
Order Id 10789, Total Price $1317.00
Order Id 10789, Total Price $225.00
Order Id 10790, Total Price $76.50
Order Id 10790, Total Price $646.00
Order Id 10791, Total Price $1646.41
Order Id 10791, Total Price $183.35
Order Id 10792, Total Price $190.00
Order Id 10792, Total Price $22.35
Order Id 10792, Total Price $187.50
Order Id 10793, Total Price $135.10
Order Id 10793, Total Price $56.00
Order Id 10794, Total Price $279.00
Order Id 10794, Total Price $35.76
Order Id 10795, Total Price $1134.25
Order Id 10795, Total Price $1023.75
Order Id 10796, Total Price $524.66
Order Id 10796, Total Price $194.50
Order Id 10796, Total Price $931.00
Order Id 10796, Total Price $691.20
Order Id 10797, Total Price $420.00
Order Id 10798, Total Price $98.60
Order Id 10798, Total Price $348.00
Order Id 10799, Total Price $102.00
Order Id 10799, Total Price $76.50
Order Id 10799, Total Price $1375.00
Order Id 10800, Total Price $945.00
Order Id 10800, Total Price $477.00
Order Id 10800, Total Price $46.93
Order Id 10801, Total Price $1170.00
Order Id 10801, Total Price $1856.85
Order Id 10802, Total Price $485.44
Order Id 10802, Total Price $1192.50
Order Id 10802, Total Price $1080.00
Order Id 10802, Total Price $184.88
Order Id 10803, Total Price $209.76
Order Id 10803, Total Price $199.50
Order Id 10803, Total Price $783.75
Order Id 10804, Total Price $1116.00
Order Id 10804, Total Price $1094.40
Order Id 10804, Total Price $68.00
Order Id 10805, Total Price $140.00
Order Id 10805, Total Price $2635.00
Order Id 10806, Total Price $285.00
Order Id 10806, Total Price $42.10
Order Id 10806, Total Price $112.50
Order Id 10807, Total Price $18.40
Order Id 10808, Total Price $646.00
Order Id 10808, Total Price $765.00
Order Id 10809, Total Price $140.00
Order Id 10810, Total Price $42.00
Order Id 10810, Total Price $70.00
Order Id 10810, Total Price $75.00
Order Id 10811, Total Price $138.00
Order Id 10811, Total Price $162.00
Order Id 10811, Total Price $552.00
Order Id 10812, Total Price $180.00
Order Id 10812, Total Price $1252.80
Order Id 10812, Total Price $260.00
Order Id 10813, Total Price $182.40
Order Id 10813, Total Price $420.00
Order Id 10814, Total Price $193.00
Order Id 10814, Total Price $782.00
Order Id 10814, Total Price $86.70
Order Id 10814, Total Price $726.75
Order Id 10815, Total Price $40.00
Order Id 10816, Total Price $7509.75
Order Id 10816, Total Price $936.70
Order Id 10817, Total Price $1061.82
Order Id 10817, Total Price $7905.00
Order Id 10817, Total Price $938.40
Order Id 10817, Total Price $1047.63
Order Id 10818, Total Price $640.00
Order Id 10818, Total Price $193.00
Order Id 10819, Total Price $322.00
Order Id 10819, Total Price $155.00
Order Id 10820, Total Price $1140.00
Order Id 10821, Total Price $360.00
Order Id 10821, Total Price $318.00
Order Id 10822, Total Price $147.90
Order Id 10822, Total Price $90.00
Order Id 10823, Total Price $378.00
Order Id 10823, Total Price $292.50
Order Id 10823, Total Price $1980.00
Order Id 10823, Total Price $175.50
Order Id 10824, Total Price $115.80
Order Id 10824, Total Price $135.00
Order Id 10825, Total Price $374.76
Order Id 10825, Total Price $656.00
Order Id 10826, Total Price $437.50
Order Id 10826, Total Price $292.50
Order Id 10827, Total Price $465.00
Order Id 10827, Total Price $378.00
Order Id 10828, Total Price $405.00
Order Id 10828, Total Price $527.00
Order Id 10829, Total Price $190.00
Order Id 10829, Total Price $800.00
Order Id 10829, Total Price $60.00
Order Id 10829, Total Price $714.00
Order Id 10830, Total Price $150.00
Order Id 10830, Total Price $504.00
Order Id 10830, Total Price $1020.00
Order Id 10830, Total Price $300.00
Order Id 10831, Total Price $18.40
Order Id 10831, Total Price $144.00
Order Id 10831, Total Price $2108.00
Order Id 10831, Total Price $414.00
Order Id 10832, Total Price $14.40
Order Id 10832, Total Price $112.00
Order Id 10832, Total Price $248.96
Order Id 10832, Total Price $99.75
Order Id 10833, Total Price $540.00
Order Id 10833, Total Price $101.25
Order Id 10833, Total Price $265.68
Order Id 10834, Total Price $940.80
Order Id 10834, Total Price $491.91
Order Id 10835, Total Price $825.00
Order Id 10835, Total Price $20.80
Order Id 10836, Total Price $1092.00
Order Id 10836, Total Price $108.00
Order Id 10836, Total Price $468.00
Order Id 10836, Total Price $2040.00
Order Id 10836, Total Price $997.50
Order Id 10837, Total Price $36.00
Order Id 10837, Total Price $460.00
Order Id 10837, Total Price $285.00
Order Id 10837, Total Price $283.50
Order Id 10838, Total Price $54.00
Order Id 10838, Total Price $1171.88
Order Id 10838, Total Price $712.50
Order Id 10839, Total Price $357.75
Order Id 10839, Total Price $469.80
Order Id 10840, Total Price $67.20
Order Id 10840, Total Price $144.00
Order Id 10841, Total Price $496.00
Order Id 10841, Total Price $1140.00
Order Id 10841, Total Price $2750.00
Order Id 10841, Total Price $195.00
Order Id 10842, Total Price $315.00
Order Id 10842, Total Price $230.00
Order Id 10842, Total Price $250.00
Order Id 10842, Total Price $180.00
Order Id 10843, Total Price $159.00
Order Id 10844, Total Price $735.00
Order Id 10845, Total Price $567.00
Order Id 10845, Total Price $405.00
Order Id 10845, Total Price $529.20
Order Id 10845, Total Price $715.50
Order Id 10845, Total Price $1596.00
Order Id 10846, Total Price $462.00
Order Id 10846, Total Price $450.00
Order Id 10846, Total Price $200.00
Order Id 10847, Total Price $1152.00
Order Id 10847, Total Price $88.32
Order Id 10847, Total Price $1248.00
Order Id 10847, Total Price $273.60
Order Id 10847, Total Price $1224.00
Order Id 10847, Total Price $946.00
Order Id 10848, Total Price $640.50
Order Id 10848, Total Price $291.00
Order Id 10849, Total Price $490.00
Order Id 10849, Total Price $477.82
Order Id 10850, Total Price $238.00
Order Id 10850, Total Price $8.50
Order Id 10850, Total Price $382.50
Order Id 10851, Total Price $90.25
Order Id 10851, Total Price $133.00
Order Id 10851, Total Price $185.25
Order Id 10851, Total Price $2194.50
Order Id 10852, Total Price $285.00
Order Id 10852, Total Price $234.00
Order Id 10852, Total Price $2465.00
Order Id 10853, Total Price $625.00
Order Id 10854, Total Price $2635.00
Order Id 10854, Total Price $331.50
Order Id 10855, Total Price $872.50
Order Id 10855, Total Price $175.00
Order Id 10855, Total Price $912.00
Order Id 10855, Total Price $268.39
Order Id 10856, Total Price $380.00
Order Id 10856, Total Price $280.00
Order Id 10857, Total Price $300.00
Order Id 10857, Total Price $819.79
Order Id 10857, Total Price $928.43
Order Id 10858, Total Price $150.00
Order Id 10858, Total Price $439.00
Order Id 10858, Total Price $60.00
Order Id 10859, Total Price $135.00
Order Id 10859, Total Price $195.56
Order Id 10859, Total Price $748.13
Order Id 10860, Total Price $159.00
Order Id 10860, Total Price $360.00
Order Id 10861, Total Price $1638.00
Order Id 10861, Total Price $1250.00
Order Id 10861, Total Price $400.00
Order Id 10861, Total Price $87.50
Order Id 10861, Total Price $147.90
Order Id 10862, Total Price $525.00
Order Id 10862, Total Price $56.00
Order Id 10863, Total Price $306.00
Order Id 10863, Total Price $135.15
Order Id 10864, Total Price $72.00
Order Id 10864, Total Price $210.00
Order Id 10865, Total Price $15019.50
Order Id 10865, Total Price $1368.00
Order Id 10866, Total Price $299.25
Order Id 10866, Total Price $20.25
Order Id 10866, Total Price $776.70
Order Id 10867, Total Price $98.40
Order Id 10868, Total Price $624.60
Order Id 10868, Total Price $540.00
Order Id 10868, Total Price $756.00
Order Id 10869, Total Price $720.00
Order Id 10869, Total Price $210.00
Order Id 10869, Total Price $450.00
Order Id 10869, Total Price $250.00
Order Id 10870, Total Price $54.00
Order Id 10870, Total Price $106.00
Order Id 10871, Total Price $1187.50
Order Id 10871, Total Price $198.93
Order Id 10871, Total Price $592.80
Order Id 10872, Total Price $228.00
Order Id 10872, Total Price $936.70
Order Id 10872, Total Price $473.81
Order Id 10872, Total Price $419.95
Order Id 10873, Total Price $200.00
Order Id 10873, Total Price $136.80
Order Id 10874, Total Price $310.00
Order Id 10875, Total Price $230.00
Order Id 10875, Total Price $179.55
Order Id 10875, Total Price $300.00
Order Id 10876, Total Price $252.00
Order Id 10876, Total Price $665.00
Order Id 10877, Total Price $392.63
Order Id 10877, Total Price $1562.50
Order Id 10878, Total Price $1539.00
Order Id 10879, Total Price $220.80
Order Id 10879, Total Price $210.50
Order Id 10879, Total Price $180.00
Order Id 10880, Total Price $216.00
Order Id 10880, Total Price $684.00
Order Id 10880, Total Price $600.00
Order Id 10881, Total Price $150.00
Order Id 10882, Total Price $350.00
Order Id 10882, Total Price $340.00
Order Id 10882, Total Price $202.64
Order Id 10883, Total Price $36.00
Order Id 10884, Total Price $380.00
Order Id 10884, Total Price $758.10
Order Id 10884, Total Price $239.97
Order Id 10885, Total Price $380.00
Order Id 10885, Total Price $54.00
Order Id 10885, Total Price $450.00
Order Id 10885, Total Price $325.00
Order Id 10886, Total Price $2170.00
Order Id 10886, Total Price $437.50
Order Id 10886, Total Price $520.00
Order Id 10887, Total Price $70.00
Order Id 10888, Total Price $380.00
Order Id 10888, Total Price $225.00
Order Id 10889, Total Price $840.00
Order Id 10889, Total Price $10540.00
Order Id 10890, Total Price $585.00
Order Id 10890, Total Price $140.00
Order Id 10890, Total Price $135.10
Order Id 10891, Total Price $368.93
Order Id 10892, Total Price $2090.00
Order Id 10893, Total Price $1200.00
Order Id 10893, Total Price $45.00
Order Id 10893, Total Price $2970.96
Order Id 10893, Total Price $906.15
Order Id 10893, Total Price $380.00
Order Id 10894, Total Price $159.60
Order Id 10894, Total Price $1710.00
Order Id 10894, Total Price $883.50
Order Id 10895, Total Price $495.00
Order Id 10895, Total Price $810.00
Order Id 10895, Total Price $1674.40
Order Id 10895, Total Price $3400.00
Order Id 10896, Total Price $142.50
Order Id 10896, Total Price $608.00
Order Id 10897, Total Price $9903.20
Order Id 10897, Total Price $932.04
Order Id 10898, Total Price $30.00
Order Id 10899, Total Price $122.40
Order Id 10900, Total Price $33.75
Order Id 10901, Total Price $289.50
Order Id 10901, Total Price $645.00
Order Id 10902, Total Price $612.00
Order Id 10902, Total Price $251.43
Order Id 10903, Total Price $240.00
Order Id 10903, Total Price $442.05
Order Id 10903, Total Price $250.00
Order Id 10904, Total Price $198.75
Order Id 10904, Total Price $1725.50
Order Id 10905, Total Price $342.00
Order Id 10906, Total Price $427.50
Order Id 10907, Total Price $108.50
Order Id 10908, Total Price $570.00
Order Id 10908, Total Price $93.10
Order Id 10909, Total Price $360.00
Order Id 10909, Total Price $261.75
Order Id 10909, Total Price $48.25
Order Id 10910, Total Price $110.40
Order Id 10910, Total Price $200.00
Order Id 10910, Total Price $142.50
Order Id 10911, Total Price $180.00
Order Id 10911, Total Price $468.00
Order Id 10911, Total Price $210.00
Order Id 10912, Total Price $630.00
Order Id 10912, Total Price $5570.55
Order Id 10913, Total Price $495.00
Order Id 10913, Total Price $75.00
Order Id 10913, Total Price $198.75
Order Id 10914, Total Price $537.50
Order Id 10915, Total Price $390.00
Order Id 10915, Total Price $75.00
Order Id 10915, Total Price $74.50
Order Id 10916, Total Price $104.70
Order Id 10916, Total Price $192.00
Order Id 10916, Total Price $390.00
Order Id 10917, Total Price $25.89
Order Id 10917, Total Price $340.00
Order Id 10918, Total Price $810.00
Order Id 10918, Total Price $637.50
Order Id 10919, Total Price $418.80
Order Id 10919, Total Price $336.00
Order Id 10919, Total Price $368.00
Order Id 10920, Total Price $390.00
Order Id 10921, Total Price $180.00
Order Id 10921, Total Price $1756.00
Order Id 10922, Total Price $585.00
Order Id 10922, Total Price $157.50
Order Id 10923, Total Price $112.00
Order Id 10923, Total Price $368.00
Order Id 10923, Total Price $268.80
Order Id 10924, Total Price $558.00
Order Id 10924, Total Price $1231.20
Order Id 10924, Total Price $46.50
Order Id 10925, Total Price $403.75
Order Id 10925, Total Price $71.40
Order Id 10926, Total Price $42.00
Order Id 10926, Total Price $60.00
Order Id 10926, Total Price $64.40
Order Id 10926, Total Price $348.00
Order Id 10927, Total Price $405.00
Order Id 10927, Total Price $35.00
Order Id 10927, Total Price $360.00
Order Id 10928, Total Price $47.50
Order Id 10928, Total Price $90.00
Order Id 10929, Total Price $600.00
Order Id 10929, Total Price $379.75
Order Id 10929, Total Price $195.00
Order Id 10930, Total Price $360.00
Order Id 10930, Total Price $1097.50
Order Id 10930, Total Price $480.00
Order Id 10930, Total Price $318.00
Order Id 10931, Total Price $214.20
Order Id 10931, Total Price $585.00
Order Id 10932, Total Price $471.15
Order Id 10932, Total Price $621.18
Order Id 10932, Total Price $556.80
Order Id 10932, Total Price $139.50
Order Id 10933, Total Price $65.60
Order Id 10933, Total Price $855.00
Order Id 10934, Total Price $500.00
